domain,host,project,is_valid_host,is_bad_host,reason_if_bad,sitemap_url,sitemap_url_count,indexable_url_count,canonical_mode,robots_status,yandex_webmaster_status,google_search_console_status,indexnow_eligible,recrawl_eligible,metrika_counter,lead_forms_present,monetization_slots_present,priority_score
ipoteka-remont.ru,vlg.ipoteka-remont.ru,"ipoteka-remont (ипотека + ремонт) · vlg",true,false,"",https://vlg.ipoteka-remont.ru/sitemap.xml,5,5,"self","200 +sitemap","http:404","n/a (нет GSC API-creds)",true,false,,yes,no,15
kuhni-zakaz-online.ru,vlg.kuhni-zakaz-online.ru,"kuhni (кухни на заказ) · vlg",true,false,"",https://vlg.kuhni-zakaz-online.ru/sitemap.xml,5,5,"self","200 +sitemap","http:404","n/a (нет GSC API-creds)",true,false,,yes,no,15
ipoteka-remont.ru,vrn.ipoteka-remont.ru,"ipoteka-remont (ипотека + ремонт) · vrn",true,false,"",https://vrn.ipoteka-remont.ru/sitemap.xml,5,5,"self","200 +sitemap","http:404","n/a (нет GSC API-creds)",true,false,,yes,no,15
kuhni-zakaz-online.ru,vrn.kuhni-zakaz-online.ru,"kuhni (кухни на заказ) · vrn",true,false,"",https://vrn.kuhni-zakaz-online.ru/sitemap.xml,5,5,"self","200 +sitemap","http:404","n/a (нет GSC API-creds)",true,false,,yes,no,15
kalkremont.ru,brand.kalkremont.ru,"kalkremont (калькуляторы ремонта — флагман) · brand",true,false,"",https://brand.kalkremont.ru/sitemap.xml,9,9,"self","200 +sitemap","verified:4problems","n/a (нет GSC API-creds)",true,true,present(id?),no,no,12
dom-stroy-online.ru,brn.dom-stroy-online.ru,"dom-stroy (строительство домов) · brn",true,false,"",https://brn.dom-stroy-online.ru/sitemap.xml,0,0,"self","http:403","http:404","n/a (нет GSC API-creds)",true,false,,no,no,6
dom-stroy-online.ru,chel.dom-stroy-online.ru,"dom-stroy (строительство домов) · chel",true,false,"",https://chel.dom-stroy-online.ru/sitemap.xml,0,0,"self","http:403","http:404","n/a (нет GSC API-creds)",true,false,,no,no,6
dom-stroy-online.ru,perm.dom-stroy-online.ru,"dom-stroy (строительство домов) · perm",true,false,"",https://perm.dom-stroy-online.ru/sitemap.xml,0,0,"self","http:403","http:404","n/a (нет GSC API-creds)",true,false,,no,no,6
dom-stroy-online.ru,rnd.dom-stroy-online.ru,"dom-stroy (строительство домов) · rnd",true,false,"",https://rnd.dom-stroy-online.ru/sitemap.xml,0,0,"self","http:403","http:404","n/a (нет GSC API-creds)",true,false,,no,no,6
dom-stroy-online.ru,sam.dom-stroy-online.ru,"dom-stroy (строительство домов) · sam",true,false,"",https://sam.dom-stroy-online.ru/sitemap.xml,0,0,"self","http:403","http:404","n/a (нет GSC API-creds)",true,false,,no,no,6
dom-stroy-online.ru,tyumen.dom-stroy-online.ru,"dom-stroy (строительство домов) · tyumen",true,false,"",https://tyumen.dom-stroy-online.ru/sitemap.xml,0,0,"self","http:403","http:404","n/a (нет GSC API-creds)",true,false,,no,no,6
dom-stroy-online.ru,ufa.dom-stroy-online.ru,"dom-stroy (строительство домов) · ufa",true,false,"",https://ufa.dom-stroy-online.ru/sitemap.xml,0,0,"self","http:403","http:404","n/a (нет GSC API-creds)",true,false,,no,no,6
dom-stroy-online.ru,vlg.dom-stroy-online.ru,"dom-stroy (строительство домов) · vlg",true,false,"",https://vlg.dom-stroy-online.ru/sitemap.xml,0,0,"self","http:403","http:404","n/a (нет GSC API-creds)",true,false,,no,no,6
dom-stroy-online.ru,vrn.dom-stroy-online.ru,"dom-stroy (строительство домов) · vrn",true,false,"",https://vrn.dom-stroy-online.ru/sitemap.xml,0,0,"self","http:403","http:404","n/a (нет GSC API-creds)",true,false,,no,no,6
dizayn-interyera-online.ru,brn.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · brn",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://brn.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,brn.dveri-stalnye24.ru,"dveri (стальные двери) · brn",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://brn.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,brn.kamin-zakaz24.ru,"kamin (камины/печи) · brn",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://brn.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,brn.kupeshkafy24.ru,"shkafy (шкафы-купе) · brn",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://brn.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,brn.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · brn",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://brn.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,brn.okna-pvh-online.ru,"okna-pvh-online.ru · brn",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://brn.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,brn.perevodkvartiry.ru,"perevodkvartiry.ru · brn",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://brn.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,chel.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · chel",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://chel.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,chel.dveri-stalnye24.ru,"dveri (стальные двери) · chel",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://chel.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,chel.kamin-zakaz24.ru,"kamin (камины/печи) · chel",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://chel.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,chel.kupeshkafy24.ru,"shkafy (шкафы-купе) · chel",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://chel.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,chel.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · chel",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://chel.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,chel.okna-pvh-online.ru,"okna-pvh-online.ru · chel",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://chel.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,chel.perevodkvartiry.ru,"perevodkvartiry.ru · chel",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://chel.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dom-stroy-online.ru,dom-stroy-online.ru,"dom-stroy (строительство домов)",false,true,"canonical→moskva.dom-stroy-online.ru; sitemap→moskva.dom-stroy-online.ru; indexnow-422",https://dom-stroy-online.ru/sitemap.xml,5,0,"cross→moskva.dom-stroy-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,ekb.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · ekb",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://ekb.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,ekb.dveri-stalnye24.ru,"dveri (стальные двери) · ekb",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://ekb.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,ekb.kamin-zakaz24.ru,"kamin (камины/печи) · ekb",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://ekb.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,ekb.kupeshkafy24.ru,"shkafy (шкафы-купе) · ekb",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://ekb.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,ekb.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · ekb",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://ekb.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,ekb.okna-pvh-online.ru,"okna-pvh-online.ru · ekb",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://ekb.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,ekb.perevodkvartiry.ru,"perevodkvartiry.ru · ekb",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://ekb.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
ipoteka-remont.ru,ipoteka-remont.ru,"ipoteka-remont (ипотека + ремонт)",false,true,"canonical→moskva.ipoteka-remont.ru; sitemap→moskva.ipoteka-remont.ru; indexnow-422",https://ipoteka-remont.ru/sitemap.xml,5,0,"cross→moskva.ipoteka-remont.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kalkremont.ru,kalkremont.ru,"kalkremont (калькуляторы ремонта — флагман)",false,true,"redirect→www.kalkremont.ru; sitemap→www.kalkremont.ru; indexnow-422",https://kalkremont.ru/sitemap.xml,9040,0,"none","n/a","verified:3problems","n/a (нет GSC API-creds)",false,false,109345156,n/a,n/a,0
dizayn-interyera-online.ru,krd.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · krd",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://krd.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,krd.dveri-stalnye24.ru,"dveri (стальные двери) · krd",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://krd.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,krd.kamin-zakaz24.ru,"kamin (камины/печи) · krd",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://krd.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,krd.kupeshkafy24.ru,"shkafy (шкафы-купе) · krd",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://krd.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,krd.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · krd",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://krd.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,krd.okna-pvh-online.ru,"okna-pvh-online.ru · krd",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://krd.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,krd.perevodkvartiry.ru,"perevodkvartiry.ru · krd",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://krd.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kuhni-zakaz-online.ru,kuhni-zakaz-online.ru,"kuhni (кухни на заказ)",false,true,"canonical→moskva.kuhni-zakaz-online.ru; sitemap→moskva.kuhni-zakaz-online.ru; indexnow-422",https://kuhni-zakaz-online.ru/sitemap.xml,5,0,"cross→moskva.kuhni-zakaz-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,kzn.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · kzn",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://kzn.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,kzn.dveri-stalnye24.ru,"dveri (стальные двери) · kzn",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://kzn.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,kzn.kamin-zakaz24.ru,"kamin (камины/печи) · kzn",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://kzn.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,kzn.kupeshkafy24.ru,"shkafy (шкафы-купе) · kzn",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://kzn.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,kzn.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · kzn",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://kzn.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,kzn.okna-pvh-online.ru,"okna-pvh-online.ru · kzn",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://kzn.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,kzn.perevodkvartiry.ru,"perevodkvartiry.ru · kzn",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://kzn.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,moskva.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · moskva",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://moskva.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,moskva.dveri-stalnye24.ru,"dveri (стальные двери) · moskva",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://moskva.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,moskva.kamin-zakaz24.ru,"kamin (камины/печи) · moskva",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://moskva.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,moskva.kupeshkafy24.ru,"shkafy (шкафы-купе) · moskva",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://moskva.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,moskva.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · moskva",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://moskva.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,moskva.okna-pvh-online.ru,"okna-pvh-online.ru · moskva",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://moskva.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,moskva.perevodkvartiry.ru,"perevodkvartiry.ru · moskva",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://moskva.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,nn.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · nn",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://nn.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,nn.dveri-stalnye24.ru,"dveri (стальные двери) · nn",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://nn.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,nn.kamin-zakaz24.ru,"kamin (камины/печи) · nn",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://nn.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,nn.kupeshkafy24.ru,"shkafy (шкафы-купе) · nn",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://nn.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,nn.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · nn",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://nn.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,nn.okna-pvh-online.ru,"okna-pvh-online.ru · nn",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://nn.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,nn.perevodkvartiry.ru,"perevodkvartiry.ru · nn",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://nn.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,nsk.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · nsk",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://nsk.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,nsk.dveri-stalnye24.ru,"dveri (стальные двери) · nsk",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://nsk.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,nsk.kamin-zakaz24.ru,"kamin (камины/печи) · nsk",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://nsk.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,nsk.kupeshkafy24.ru,"shkafy (шкафы-купе) · nsk",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://nsk.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,nsk.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · nsk",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://nsk.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,nsk.okna-pvh-online.ru,"okna-pvh-online.ru · nsk",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://nsk.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,nsk.perevodkvartiry.ru,"perevodkvartiry.ru · nsk",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://nsk.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,perm.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · perm",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://perm.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dveri-stalnye24.ru,perm.dveri-stalnye24.ru,"dveri (стальные двери) · perm",false,true,"canonical→dveri-stalnye24.ru; sitemap→dveri-stalnye24.ru; indexnow-422",https://perm.dveri-stalnye24.ru/sitemap.xml,209,0,"cross→dveri-stalnye24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kamin-zakaz24.ru,perm.kamin-zakaz24.ru,"kamin (камины/печи) · perm",false,true,"canonical→kamin-zakaz24.ru; sitemap→kamin-zakaz24.ru; indexnow-422",https://perm.kamin-zakaz24.ru/sitemap.xml,250,0,"cross→kamin-zakaz24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
kupeshkafy24.ru,perm.kupeshkafy24.ru,"shkafy (шкафы-купе) · perm",false,true,"canonical→kupeshkafy24.ru; sitemap→kupeshkafy24.ru; indexnow-422",https://perm.kupeshkafy24.ru/sitemap.xml,209,0,"cross→kupeshkafy24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
natyazhnoi-master24.ru,perm.natyazhnoi-master24.ru,"natyazhnoi-master24.ru · perm",false,true,"canonical→natyazhnoi-master24.ru; sitemap→natyazhnoi-master24.ru; indexnow-422",https://perm.natyazhnoi-master24.ru/sitemap.xml,250,0,"cross→natyazhnoi-master24.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
okna-pvh-online.ru,perm.okna-pvh-online.ru,"okna-pvh-online.ru · perm",false,true,"canonical→okna-pvh-online.ru; sitemap→okna-pvh-online.ru; indexnow-422",https://perm.okna-pvh-online.ru/sitemap.xml,250,0,"cross→okna-pvh-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
perevodkvartiry.ru,perm.perevodkvartiry.ru,"perevodkvartiry.ru · perm",false,true,"canonical→perevodkvartiry.ru; sitemap→perevodkvartiry.ru; indexnow-422",https://perm.perevodkvartiry.ru/sitemap.xml,209,0,"cross→perevodkvartiry.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
dizayn-interyera-online.ru,rnd.dizayn-interyera-online.ru,"dizayn (дизайн интерьера) · rnd",false,true,"canonical→dizayn-interyera-online.ru; sitemap→dizayn-interyera-online.ru; indexnow-422",https://rnd.dizayn-interyera-online.ru/sitemap.xml,209,0,"cross→dizayn-interyera-online.ru","n/a","http:404","n/a (нет GSC API-creds)",false,false,,n/a,n/a,0
